transaction_id,customer_id,transaction_amount,transaction_date,merchant_category,city
568,1487,1170,2023-07-22,Travel,Mumbai
569,132,3236,2023-07-23,Electronics,Delhi
570,930,1062,2023-07-24,Grocery,Kolkata
571,929,1505,2023-07-25,Travel,Delhi
572,2169,3237,2023-07-26,Electronics,Chennai
573,1221,616,2023-07-27,Fuel,Kolkata
574,1506,3264,2023-07-28,Travel,Chennai
575,634,1591,2023-07-29,Fuel,Kolkata
576,1063,3789,2023-07-30,Dining,Mumbai
577,1185,4328,2023-07-31,Fuel,Bangalore
578,289,4509,2023-08-01,Travel,Bangalore
579,2248,690,2023-08-02,Fuel,Delhi
580,1812,1643,2023-08-03,Grocery,Kolkata
581,528,3156,2023-08-04,Travel,Chennai
582,917,2306,2023-08-05,Electronics,Mumbai
583,1709,3439,2023-08-06,Fuel,Mumbai
584,1407,2808,2023-08-07,Grocery,Mumbai
585,1242,4129,2023-08-08,Dining,Bangalore
586,1111,847,2023-08-09,Dining,Chennai
587,799,900,2023-08-10,Fuel,Mumbai
588,1524,1597,2023-08-11,Dining,Mumbai
589,12,1479,2023-08-12,Electronics,Delhi
590,833,779,2023-08-13,Travel,Kolkata
591,1242,3870,2023-08-14,Grocery,Kolkata
592,1673,3442,2023-08-15,Fuel,Kolkata
593,2154,996,2023-08-16,Dining,Delhi
594,691,1646,2023-08-17,Travel,Bangalore
595,528,3226,2023-08-18,Electronics,Delhi
596,1496,783,2023-08-19,Dining,Mumbai
597,893,1395,2023-08-20,Dining,Chennai
598,387,1485,2023-08-21,Grocery,Mumbai
599,1250,1042,2023-08-22,Electronics,Mumbai
600,1778,3380,2023-08-23,Electronics,Chennai
601,408,1133,2023-08-24,Fuel,Kolkata
602,1677,2886,2023-08-25,Grocery,Delhi
603,898,2333,2023-08-26,Fuel,Bangalore
604,711,3745,2023-08-27,Grocery,Mumbai
605,1683,1720,2023-08-28,Electronics,Mumbai
606,918,3635,2023-08-29,Grocery,Bangalore
607,2251,3305,2023-08-30,Grocery,Delhi
608,417,2982,2023-08-31,Grocery,Mumbai
609,416,270,2023-09-01,Travel,Bangalore
610,1472,1653,2023-09-02,Travel,Mumbai
611,1536,3997,2023-09-03,Electronics,Kolkata
612,85,1695,2023-09-04,Grocery,Kolkata
613,167,1723,2023-09-05,Electronics,Mumbai
614,2432,4222,2023-09-06,Travel,Mumbai
615,1096,1191,2023-09-07,Grocery,Kolkata
616,810,2937,2023-09-08,Fuel,Mumbai
617,1545,507,2023-09-09,Travel,Delhi
618,1817,4269,2023-09-10,Travel,Delhi
619,993,779,2023-09-11,Travel,Chennai
620,1282,336,2023-09-12,Grocery,Delhi
621,275,2874,2023-09-13,Dining,Mumbai
622,1774,3537,2023-09-14,Fuel,Mumbai
623,1757,3457,2023-09-15,Fuel,Bangalore
624,2374,2977,2023-09-16,Electronics,Delhi
625,892,2523,2023-09-17,Grocery,Kolkata
626,89,4814,2023-09-18,Travel,Kolkata
627,708,3247,2023-09-19,Dining,Chennai
628,2398,1132,2023-09-20,Grocery,Bangalore
629,387,2954,2023-09-21,Grocery,Kolkata
630,2135,3040,2023-09-22,Dining,Chennai
631,2355,3801,2023-09-23,Travel,Delhi
632,1874,4170,2023-09-24,Grocery,Bangalore
633,1178,3232,2023-09-25,Fuel,Bangalore
634,440,3560,2023-09-26,Fuel,Mumbai
635,2312,2023,2023-09-27,Dining,Delhi
636,977,733,2023-09-28,Travel,Bangalore
637,735,4203,2023-09-29,Dining,Chennai
638,2469,1492,2023-09-30,Grocery,Kolkata
639,633,3546,2023-10-01,Fuel,Delhi
640,993,3198,2023-10-02,Electronics,Delhi
641,2459,161,2023-10-03,Dining,Bangalore
642,173,2569,2023-10-04,Electronics,Bangalore
643,4,1917,2023-10-05,Electronics,Bangalore
644,1664,732,2023-10-06,Fuel,Chennai
645,2016,4987,2023-10-07,Dining,Mumbai
646,1496,2698,2023-10-08,Electronics,Bangalore
647,1061,3551,2023-10-09,Grocery,Mumbai
648,1055,1400,2023-10-10,Travel,Mumbai
649,381,2753,2023-10-11,Travel,Delhi
650,1292,1554,2023-10-12,Fuel,Kolkata
651,2392,1238,2023-10-13,Dining,Kolkata
652,1593,3292,2023-10-14,Dining,Chennai
653,166,4720,2023-10-15,Travel,Chennai
654,2390,2310,2023-10-16,Grocery,Kolkata
655,1043,4982,2023-10-17,Travel,Kolkata
656,1652,3859,2023-10-18,Travel,Delhi
657,1208,3129,2023-10-19,Dining,Delhi
658,545,1460,2023-10-20,Electronics,Kolkata
659,2240,2526,2023-10-21,Grocery,Bangalore
660,2368,4368,2023-10-22,Dining,Bangalore
661,2475,163,2023-10-23,Travel,Delhi
662,97,1445,2023-10-24,Electronics,Mumbai
663,1302,1074,2023-10-25,Grocery,Kolkata
664,2057,4261,2023-10-26,Fuel,Chennai
665,457,3728,2023-10-27,Grocery,Bangalore
666,1819,1722,2023-10-28,Grocery,Mumbai
667,273,557,2023-10-29,Travel,Bangalore
668,1032,3430,2023-10-30,Travel,Mumbai
669,208,1840,2023-10-31,Fuel,Kolkata
670,1938,3126,2023-11-01,Fuel,Kolkata
671,1661,2054,2023-11-02,Fuel,Kolkata
672,1147,379,2023-11-03,Dining,Delhi
673,1057,2491,2023-11-04,Dining,Mumbai
674,1537,1140,2023-11-05,Travel,Chennai
675,204,1061,2023-11-06,Travel,Chennai
676,1833,3945,2023-11-07,Fuel,Kolkata
677,443,1317,2023-11-08,Dining,Chennai
678,689,3320,2023-11-09,Electronics,Bangalore
679,833,474,2023-11-10,Dining,Mumbai
680,2387,4230,2023-11-11,Travel,Mumbai
681,1462,1492,2023-11-12,Dining,Mumbai
682,1160,2176,2023-11-13,Travel,Bangalore
683,387,874,2023-11-14,Fuel,Delhi
684,2042,4416,2023-11-15,Fuel,Bangalore
685,1349,3524,2023-11-16,Fuel,Mumbai
686,1719,2223,2023-11-17,Electronics,Mumbai
687,680,4689,2023-11-18,Electronics,Mumbai
688,690,3693,2023-11-19,Travel,Chennai
689,1569,379,2023-11-20,Grocery,Delhi
690,1170,4941,2023-11-21,Electronics,Bangalore
691,893,2911,2023-11-22,Travel,Mumbai
692,953,2442,2023-11-23,Dining,Kolkata
693,1255,1574,2023-11-24,Fuel,Delhi
694,784,1957,2023-11-25,Fuel,Kolkata
695,2047,2989,2023-11-26,Fuel,Delhi
696,1872,1159,2023-11-27,Travel,Mumbai
697,495,2022,2023-11-28,Fuel,Delhi
698,747,3899,2023-11-29,Electronics,Delhi
699,2485,4692,2023-11-30,Dining,Mumbai
700,1855,2573,2023-12-01,Fuel,Kolkata
701,2393,4239,2023-12-02,Travel,Kolkata
702,2192,1951,2023-12-03,Dining,Chennai
703,657,3641,2023-12-04,Fuel,Kolkata
704,1883,4649,2023-12-05,Grocery,Kolkata
705,2393,694,2023-12-06,Fuel,Delhi
706,1797,606,2023-12-07,Electronics,Chennai
707,268,4989,2023-12-08,Dining,Mumbai
708,2217,120,2023-12-09,Electronics,Mumbai
709,1763,1499,2023-12-10,Grocery,Bangalore
710,2081,3301,2023-12-11,Grocery,Chennai
711,377,2561,2023-12-12,Electronics,Delhi
712,1586,3778,2023-12-13,Dining,Bangalore
713,1464,436,2023-12-14,Grocery,Bangalore
714,2441,1767,2023-12-15,Grocery,Mumbai
715,489,3676,2023-12-16,Fuel,Kolkata
716,722,1009,2023-12-17,Travel,Delhi
717,946,375,2023-12-18,Grocery,Chennai
718,2087,991,2023-12-19,Dining,Bangalore
719,1636,112,2023-12-20,Dining,Delhi
720,1041,4157,2023-12-21,Fuel,Mumbai
721,2274,3125,2023-12-22,Dining,Bangalore
722,2115,1073,2023-12-23,Fuel,Bangalore
723,1678,4370,2023-12-24,Grocery,Mumbai
724,999,4070,2023-12-25,Grocery,Mumbai
725,1778,1508,2023-12-26,Grocery,Mumbai
726,2285,2043,2023-12-27,Grocery,Delhi
727,957,2388,2023-12-28,Travel,Delhi
728,1590,646,2023-12-29,Travel,Delhi
729,1162,1318,2023-12-30,Grocery,Kolkata
730,1869,1520,2023-12-31,Dining,Bangalore
731,553,1554,2024-01-01,Fuel,Delhi
732,1634,3477,2024-01-02,Electronics,Kolkata
733,695,2872,2024-01-03,Fuel,Bangalore
734,317,4198,2024-01-04,Electronics,Delhi
735,768,2838,2024-01-05,Electronics,Mumbai
736,1972,3847,2024-01-06,Grocery,Chennai
737,2306,1942,2024-01-07,Electronics,Delhi
738,1504,846,2024-01-08,Grocery,Chennai
739,123,2916,2024-01-09,Travel,Delhi
740,2390,971,2024-01-10,Dining,Mumbai
741,1869,594,2024-01-11,Electronics,Chennai
742,1672,3544,2024-01-12,Dining,Kolkata
743,1083,4823,2024-01-13,Grocery,Mumbai
744,1729,1175,2024-01-14,Electronics,Chennai
745,2308,4094,2024-01-15,Fuel,Chennai
746,1997,4337,2024-01-16,Travel,Mumbai
747,2143,145,2024-01-17,Travel,Mumbai
748,1149,3156,2024-01-18,Electronics,Mumbai
749,2089,2157,2024-01-19,Travel,Bangalore
750,1915,763,2024-01-20,Fuel,Kolkata
751,254,4768,2024-01-21,Dining,Delhi
752,7,2129,2024-01-22,Fuel,Chennai
753,2117,2796,2024-01-23,Travel,Delhi
754,542,739,2024-01-24,Dining,Mumbai
755,89,2763,2024-01-25,Fuel,Kolkata
756,1939,2845,2024-01-26,Grocery,Kolkata
757,213,4502,2024-01-27,Grocery,Bangalore
758,266,2695,2024-01-28,Dining,Mumbai
759,2341,3527,2024-01-29,Dining,Chennai
760,1231,494,2024-01-30,Dining,Bangalore
761,2381,3697,2024-01-31,Grocery,Mumbai
762,1005,4944,2024-02-01,Fuel,Bangalore
763,2095,2432,2024-02-02,Dining,Delhi
764,622,429,2024-02-03,Grocery,Mumbai
765,427,2197,2024-02-04,Dining,Chennai
766,210,872,2024-02-05,Dining,Chennai
767,888,1745,2024-02-06,Dining,Mumbai
768,1444,1832,2024-02-07,Grocery,Bangalore
769,154,4573,2024-02-08,Fuel,Kolkata
770,415,1887,2024-02-09,Grocery,Mumbai
771,1181,1723,2024-02-10,Grocery,Chennai
772,1285,1099,2024-02-11,Dining,Delhi
773,769,1948,2024-02-12,Electronics,Chennai
774,983,1661,2024-02-13,Electronics,Kolkata
775,1512,873,2024-02-14,Electronics,Chennai
776,579,1903,2024-02-15,Grocery,Kolkata
777,2211,1198,2024-02-16,Dining,Mumbai
778,1039,2150,2024-02-17,Electronics,Chennai
779,2243,1698,2024-02-18,Travel,Bangalore
780,542,847,2024-02-19,Travel,Bangalore
781,359,4073,2024-02-20,Travel,Chennai
782,850,2422,2024-02-21,Fuel,Chennai
783,427,1653,2024-02-22,Dining,Delhi
784,486,1715,2024-02-23,Grocery,Chennai
785,1832,3854,2024-02-24,Grocery,Delhi
786,1473,4524,2024-02-25,Dining,Delhi
787,1437,2402,2024-02-26,Fuel,Delhi
788,330,4321,2024-02-27,Dining,Delhi
789,1756,4962,2024-02-28,Fuel,Mumbai
790,1171,3755,2024-02-29,Electronics,Bangalore
791,259,3495,2024-03-01,Electronics,Delhi
792,2340,316,2024-03-02,Fuel,Bangalore
793,143,3416,2024-03-03,Dining,Delhi
794,2017,1459,2024-03-04,Electronics,Bangalore
795,627,3874,2024-03-05,Dining,Chennai
796,1389,4377,2024-03-06,Electronics,Chennai
797,90,4529,2024-03-07,Dining,Bangalore
798,720,4706,2024-03-08,Dining,Delhi
799,481,4578,2024-03-09,Travel,Mumbai
800,2132,1996,2024-03-10,Fuel,Bangalore
801,1101,4527,2024-03-11,Grocery,Kolkata
802,673,999,2024-03-12,Fuel,Mumbai
803,517,741,2024-03-13,Dining,Kolkata
804,1614,4829,2024-03-14,Dining,Bangalore
805,782,3727,2024-03-15,Fuel,Delhi
806,2152,295,2024-03-16,Dining,Kolkata
807,2036,1993,2024-03-17,Electronics,Bangalore
808,2387,3375,2024-03-18,Dining,Mumbai
809,687,4150,2024-03-19,Fuel,Delhi
810,1590,4653,2024-03-20,Fuel,Kolkata
811,900,2404,2024-03-21,Fuel,Bangalore
812,1502,3700,2024-03-22,Travel,Delhi
813,223,3443,2024-03-23,Travel,Delhi
814,1077,2156,2024-03-24,Travel,Chennai
815,1101,2908,2024-03-25,Travel,Delhi
816,1742,1324,2024-03-26,Travel,Bangalore
817,503,986,2024-03-27,Travel,Mumbai
818,1340,492,2024-03-28,Travel,Chennai
819,624,1775,2024-03-29,Fuel,Bangalore
820,1887,3290,2024-03-30,Grocery,Bangalore
821,2213,2546,2024-03-31,Travel,Bangalore
822,1051,4005,2024-04-01,Fuel,Kolkata
823,1094,3438,2024-04-02,Grocery,Kolkata
824,1986,3691,2024-04-03,Travel,Mumbai
825,1389,3866,2024-04-04,Grocery,Bangalore
826,1330,2627,2024-04-05,Grocery,Kolkata
827,1148,2281,2024-04-06,Electronics,Kolkata
828,19,3864,2024-04-07,Dining,Kolkata
829,1281,454,2024-04-08,Electronics,Mumbai
830,1046,2731,2024-04-09,Grocery,Mumbai
831,989,1621,2024-04-10,Fuel,Bangalore
832,2498,2772,2024-04-11,Travel,Chennai
833,1574,3278,2024-04-12,Dining,Bangalore
834,1072,2437,2024-04-13,Travel,Kolkata
835,1207,728,2024-04-14,Fuel,Kolkata
836,1459,2779,2024-04-15,Dining,Delhi
837,2155,4522,2024-04-16,Electronics,Bangalore
838,1212,1538,2024-04-17,Grocery,Kolkata
839,776,1521,2024-04-18,Fuel,Kolkata
840,1860,1226,2024-04-19,Grocery,Chennai
841,1867,2783,2024-04-20,Grocery,Delhi
842,1161,1880,2024-04-21,Travel,Bangalore
843,1882,1631,2024-04-22,Fuel,Mumbai
844,2384,2014,2024-04-23,Grocery,Bangalore
845,1781,1332,2024-04-24,Electronics,Bangalore
846,602,2056,2024-04-25,Dining,Chennai
847,1595,492,2024-04-26,Fuel,Bangalore
848,2451,925,2024-04-27,Travel,Chennai
849,540,3063,2024-04-28,Fuel,Chennai
850,1096,2495,2024-04-29,Travel,Kolkata
851,1806,4245,2024-04-30,Dining,Mumbai
852,24,4995,2024-05-01,Electronics,Chennai
853,624,1892,2024-05-02,Grocery,Delhi
854,1836,3164,2024-05-03,Fuel,Delhi
855,1080,1463,2024-05-04,Travel,Mumbai
856,986,2448,2024-05-05,Dining,Chennai
857,223,3651,2024-05-06,Grocery,Mumbai
858,179,3728,2024-05-07,Dining,Kolkata
859,2482,3436,2024-05-08,Electronics,Delhi
860,1961,1665,2024-05-09,Grocery,Bangalore
861,1474,3767,2024-05-10,Grocery,Delhi
862,793,2313,2024-05-11,Grocery,Chennai
863,884,4196,2024-05-12,Travel,Mumbai
864,1213,1119,2024-05-13,Grocery,Delhi
865,1602,1384,2024-05-14,Dining,Bangalore
866,810,162,2024-05-15,Travel,Bangalore
867,961,2630,2024-05-16,Grocery,Mumbai
868,420,3492,2024-05-17,Dining,Mumbai
869,1188,3372,2024-05-18,Dining,Delhi
870,1279,2369,2024-05-19,Fuel,Chennai
871,1441,4347,2024-05-20,Dining,Kolkata
872,2218,743,2024-05-21,Electronics,Bangalore
873,1341,4821,2024-05-22,Grocery,Mumbai
874,2222,316,2024-05-23,Grocery,Kolkata
875,2393,295,2024-05-24,Grocery,Kolkata
876,2493,3964,2024-05-25,Dining,Kolkata
877,1042,3373,2024-05-26,Dining,Chennai
878,1094,2794,2024-05-27,Grocery,Mumbai
879,1362,3312,2024-05-28,Travel,Bangalore
880,592,2855,2024-05-29,Travel,Mumbai
881,527,1621,2024-05-30,Electronics,Delhi
882,1293,1180,2024-05-31,Fuel,Bangalore
883,1655,821,2024-06-01,Electronics,Mumbai
884,811,1662,2024-06-02,Grocery,Bangalore
885,188,739,2024-06-03,Grocery,Delhi
886,1593,4360,2024-06-04,Grocery,Bangalore
887,529,4410,2024-06-05,Fuel,Kolkata
888,434,3887,2024-06-06,Dining,Chennai
889,2336,3836,2024-06-07,Fuel,Delhi
890,1942,189,2024-06-08,Electronics,Bangalore
891,1805,3021,2024-06-09,Dining,Delhi
892,303,1351,2024-06-10,Dining,Kolkata
893,87,1202,2024-06-11,Electronics,Chennai
894,438,4803,2024-06-12,Dining,Delhi
895,1046,448,2024-06-13,Travel,Kolkata
896,833,4013,2024-06-14,Electronics,Kolkata
897,797,4152,2024-06-15,Electronics,Kolkata
898,560,3041,2024-06-16,Travel,Bangalore
899,762,345,2024-06-17,Fuel,Mumbai
900,1699,371,2024-06-18,Fuel,Delhi
901,1125,2130,2024-06-19,Fuel,Mumbai
902,685,4598,2024-06-20,Dining,Kolkata
903,1165,3287,2024-06-21,Travel,Mumbai
904,138,3606,2024-06-22,Electronics,Kolkata
905,578,1565,2024-06-23,Electronics,Kolkata
906,710,1295,2024-06-24,Electronics,Chennai
907,228,3187,2024-06-25,Dining,Chennai
908,2329,3108,2024-06-26,Dining,Mumbai
909,828,3923,2024-06-27,Fuel,Delhi
910,431,1714,2024-06-28,Dining,Mumbai
911,1064,1226,2024-06-29,Fuel,Delhi
912,1710,4479,2024-06-30,Fuel,Mumbai
913,1687,616,2024-07-01,Electronics,Bangalore
914,1235,2765,2024-07-02,Dining,Bangalore
915,302,1401,2024-07-03,Fuel,Delhi
916,1110,711,2024-07-04,Travel,Chennai
917,1421,849,2024-07-05,Travel,Delhi
918,533,1956,2024-07-06,Dining,Mumbai
919,769,499,2024-07-07,Electronics,Kolkata
920,1939,1626,2024-07-08,Electronics,Bangalore
921,1405,2124,2024-07-09,Fuel,Kolkata
922,444,419,2024-07-10,Dining,Bangalore
923,260,435,2024-07-11,Travel,Mumbai
924,1539,2198,2024-07-12,Fuel,Bangalore
925,1332,273,2024-07-13,Fuel,Delhi
926,70,4119,2024-07-14,Grocery,Kolkata
927,1478,1741,2024-07-15,Dining,Kolkata
928,1463,600,2024-07-16,Fuel,Mumbai
929,1849,3746,2024-07-17,Travel,Kolkata
930,481,2463,2024-07-18,Grocery,Mumbai
931,1168,1956,2024-07-19,Travel,Chennai
932,2072,3252,2024-07-20,Electronics,Delhi
933,1199,1996,2024-07-21,Grocery,Bangalore
934,2373,1818,2024-07-22,Grocery,Bangalore
935,1893,1878,2024-07-23,Fuel,Bangalore
936,1695,4892,2024-07-24,Electronics,Chennai
937,1884,3157,2024-07-25,Fuel,Delhi
938,1372,4927,2024-07-26,Dining,Kolkata
939,798,2813,2024-07-27,Travel,Kolkata
940,18,3928,2024-07-28,Travel,Delhi
941,44,4847,2024-07-29,Fuel,Delhi
942,155,1194,2024-07-30,Travel,Bangalore
943,867,145,2024-07-31,Travel,Kolkata
944,743,1545,2024-08-01,Dining,Delhi
945,1852,2296,2024-08-02,Electronics,Kolkata
946,1426,3301,2024-08-03,Grocery,Delhi
947,225,555,2024-08-04,Fuel,Mumbai
948,217,1762,2024-08-05,Fuel,Bangalore
949,31,3024,2024-08-06,Dining,Delhi
950,1893,1065,2024-08-07,Dining,Chennai
951,1083,1628,2024-08-08,Grocery,Delhi
952,1916,3076,2024-08-09,Electronics,Mumbai
953,898,3171,2024-08-10,Fuel,Chennai
954,445,4969,2024-08-11,Dining,Chennai
955,1259,2621,2024-08-12,Fuel,Delhi
956,1131,1226,2024-08-13,Travel,Mumbai
957,1215,3504,2024-08-14,Fuel,Chennai
958,2016,4592,2024-08-15,Electronics,Bangalore
959,1937,2443,2024-08-16,Electronics,Bangalore
960,738,206,2024-08-17,Fuel,Kolkata
961,1703,2677,2024-08-18,Travel,Kolkata
962,874,3254,2024-08-19,Electronics,Mumbai
963,566,4483,2024-08-20,Dining,Chennai
964,2019,4153,2024-08-21,Fuel,Bangalore
965,1886,4901,2024-08-22,Travel,Bangalore
966,2124,314,2024-08-23,Dining,Mumbai
967,547,4539,2024-08-24,Fuel,Chennai
968,2315,4389,2024-08-25,Travel,Mumbai
969,317,4353,2024-08-26,Dining,Delhi
970,1860,564,2024-08-27,Electronics,Bangalore
971,25,2472,2024-08-28,Fuel,Mumbai
972,160,691,2024-08-29,Fuel,Mumbai
973,1138,2288,2024-08-30,Electronics,Delhi
974,900,983,2024-08-31,Grocery,Kolkata
975,1190,4258,2024-09-01,Dining,Bangalore
976,703,403,2024-09-02,Electronics,Mumbai
977,1,4591,2024-09-03,Fuel,Bangalore
978,1923,433,2024-09-04,Dining,Kolkata
979,2368,2933,2024-09-05,Dining,Mumbai
980,1425,4606,2024-09-06,Grocery,Delhi
981,382,2431,2024-09-07,Fuel,Bangalore
982,1742,4661,2024-09-08,Travel,Delhi
983,1827,179,2024-09-09,Grocery,Kolkata
984,1274,3863,2024-09-10,Grocery,Kolkata
985,1549,2931,2024-09-11,Travel,Bangalore
986,1579,2077,2024-09-12,Travel,Kolkata
987,898,832,2024-09-13,Grocery,Chennai
988,717,4076,2024-09-14,Dining,Bangalore
989,2355,1917,2024-09-15,Electronics,Chennai
990,391,1484,2024-09-16,Electronics,Kolkata
991,1700,2224,2024-09-17,Grocery,Bangalore
992,2346,1298,2024-09-18,Dining,Chennai
993,233,2392,2024-09-19,Travel,Kolkata
994,1927,4317,2024-09-20,Grocery,Mumbai
995,2319,284,2024-09-21,Fuel,Mumbai
996,1320,4227,2024-09-22,Dining,Delhi
997,706,1097,2024-09-23,Fuel,Mumbai
998,234,2086,2024-09-24,Fuel,Chennai
999,1392,2909,2024-09-25,Grocery,Mumbai
1000,1256,4764,2024-09-26,Dining,Bangalore
1001,1897,2457,2024-09-27,Fuel,Bangalore
1002,890,1779,2024-09-28,Dining,Bangalore
1003,592,3139,2024-09-29,Electronics,Mumbai
1004,746,4986,2024-09-30,Fuel,Mumbai
1005,1720,2611,2024-10-01,Fuel,Delhi
1006,428,3627,2024-10-02,Dining,Kolkata
1007,732,3126,2024-10-03,Electronics,Delhi
1008,800,2845,2024-10-04,Fuel,Chennai
1009,2412,4273,2024-10-05,Grocery,Bangalore
1010,202,2681,2024-10-06,Dining,Mumbai
1011,2194,4303,2024-10-07,Dining,Kolkata
1012,836,2911,2024-10-08,Fuel,Kolkata
1013,135,4190,2024-10-09,Electronics,Mumbai
1014,1288,469,2024-10-10,Fuel,Delhi
1015,2112,3843,2024-10-11,Travel,Kolkata
1016,41,2104,2024-10-12,Fuel,Delhi
1017,913,1803,2024-10-13,Travel,Mumbai
1018,1730,3424,2024-10-14,Grocery,Delhi
1019,975,540,2024-10-15,Dining,Bangalore
1020,1134,3357,2024-10-16,Dining,Mumbai
1021,2416,3006,2024-10-17,Electronics,Mumbai
1022,1460,326,2024-10-18,Fuel,Kolkata
1023,2041,2501,2024-10-19,Grocery,Kolkata
1024,244,4818,2024-10-20,Travel,Kolkata
1025,166,1124,2024-10-21,Electronics,Bangalore
1026,1050,3591,2024-10-22,Grocery,Bangalore
1027,1498,4356,2024-10-23,Grocery,Chennai
1028,728,970,2024-10-24,Travel,Mumbai
1029,1116,3299,2024-10-25,Travel,Kolkata
1030,483,1845,2024-10-26,Dining,Mumbai
1031,2448,543,2024-10-27,Fuel,Delhi
1032,1231,4658,2024-10-28,Electronics,Bangalore
1033,2149,572,2024-10-29,Fuel,Chennai
1034,880,179,2024-10-30,Electronics,Delhi
1035,830,339,2024-10-31,Grocery,Mumbai
1036,2025,4752,2024-11-01,Travel,Bangalore
1037,759,689,2024-11-02,Travel,Kolkata
1038,163,1460,2024-11-03,Grocery,Delhi
1039,1197,1984,2024-11-04,Grocery,Bangalore
1040,1308,2416,2024-11-05,Electronics,Mumbai
1041,2429,4530,2024-11-06,Grocery,Mumbai
1042,1996,411,2024-11-07,Electronics,Delhi
1043,1935,1176,2024-11-08,Fuel,Delhi
1044,1557,133,2024-11-09,Travel,Delhi
1045,307,1941,2024-11-10,Travel,Chennai
1046,1363,4581,2024-11-11,Travel,Kolkata
1047,2103,348,2024-11-12,Fuel,Bangalore
1048,333,1234,2024-11-13,Fuel,Mumbai
1049,2175,4989,2024-11-14,Dining,Mumbai
1050,243,475,2024-11-15,Electronics,Kolkata
1051,1885,823,2024-11-16,Electronics,Delhi
1052,1433,2013,2024-11-17,Dining,Delhi
1053,303,4397,2024-11-18,Travel,Mumbai
1054,235,2592,2024-11-19,Electronics,Kolkata
1055,2187,2042,2024-11-20,Electronics,Mumbai
1056,195,4104,2024-11-21,Travel,Delhi
1057,1551,2444,2024-11-22,Grocery,Bangalore
1058,1793,1431,2024-11-23,Grocery,Delhi
1059,647,4688,2024-11-24,Dining,Bangalore
1060,2049,437,2024-11-25,Fuel,Chennai
1061,561,1965,2024-11-26,Electronics,Kolkata
1062,1120,3237,2024-11-27,Electronics,Chennai
1063,713,891,2024-11-28,Dining,Delhi
1064,413,3711,2024-11-29,Dining,Kolkata
1065,538,3800,2024-11-30,Electronics,Delhi
1066,1879,1616,2024-12-01,Travel,Kolkata
1067,2477,4053,2024-12-02,Travel,Kolkata
1068,235,4008,2024-12-03,Fuel,Delhi
1069,2397,2773,2024-12-04,Electronics,Delhi
1070,1780,2222,2024-12-05,Electronics,Kolkata
1071,1894,3885,2024-12-06,Electronics,Kolkata
1072,1505,158,2024-12-07,Electronics,Delhi
1073,1863,2533,2024-12-08,Dining,Delhi
1074,2444,2162,2024-12-09,Grocery,Mumbai
1075,1375,1354,2024-12-10,Electronics,Mumbai
1076,416,3788,2024-12-11,Grocery,Mumbai
1077,1910,3848,2024-12-12,Travel,Chennai
1078,916,4230,2024-12-13,Fuel,Kolkata
1079,81,4357,2024-12-14,Travel,Bangalore
1080,2084,3129,2024-12-15,Electronics,Chennai
1081,1091,2946,2024-12-16,Travel,Kolkata
1082,1691,570,2024-12-17,Dining,Bangalore
1083,757,4135,2024-12-18,Grocery,Mumbai
1084,468,2999,2024-12-19,Electronics,Bangalore
1085,1166,1546,2024-12-20,Dining,Delhi
1086,2404,4543,2024-12-21,Grocery,Delhi
1087,1495,4889,2024-12-22,Dining,Kolkata
1088,1645,1012,2024-12-23,Travel,Chennai
1089,1020,4342,2024-12-24,Electronics,Mumbai
1090,1615,1811,2024-12-25,Travel,Kolkata
1091,902,774,2024-12-26,Fuel,Mumbai
1092,673,1539,2024-12-27,Electronics,Delhi
1093,439,2834,2024-12-28,Travel,Chennai
1094,127,3730,2024-12-29,Electronics,Chennai
1095,2253,785,2024-12-30,Grocery,Delhi
1096,2077,1226,2024-12-31,Electronics,Bangalore
1097,445,4316,2025-01-01,Electronics,Chennai
1098,966,2566,2025-01-02,Grocery,Bangalore
1099,464,2497,2025-01-03,Travel,Mumbai
1100,2199,4237,2025-01-04,Electronics,Chennai
1101,2288,3538,2025-01-05,Dining,Delhi
1102,2314,4224,2025-01-06,Electronics,Bangalore
1103,913,1065,2025-01-07,Travel,Mumbai
1104,497,1019,2025-01-08,Grocery,Mumbai
1105,1464,2972,2025-01-09,Travel,Chennai
1106,1772,1608,2025-01-10,Fuel,Chennai
1107,158,1312,2025-01-11,Electronics,Kolkata
1108,172,971,2025-01-12,Electronics,Kolkata
1109,494,4490,2025-01-13,Grocery,Chennai
1110,970,3354,2025-01-14,Electronics,Kolkata
1111,1335,963,2025-01-15,Dining,Delhi
1112,1427,4053,2025-01-16,Dining,Delhi
1113,1693,3208,2025-01-17,Travel,Kolkata
1114,1794,3155,2025-01-18,Grocery,Chennai
1115,659,4094,2025-01-19,Fuel,Delhi
1116,666,2782,2025-01-20,Travel,Mumbai
1117,367,4790,2025-01-21,Grocery,Chennai
1118,550,713,2025-01-22,Grocery,Bangalore
1119,643,1972,2025-01-23,Travel,Bangalore
1120,1894,3254,2025-01-24,Travel,Chennai
1121,255,4660,2025-01-25,Electronics,Kolkata
1122,208,3473,2025-01-26,Fuel,Delhi
1123,2498,3291,2025-01-27,Dining,Delhi
1124,95,667,2025-01-28,Electronics,Chennai
1125,1884,4233,2025-01-29,Grocery,Mumbai
1126,478,344,2025-01-30,Fuel,Kolkata
1127,762,120,2025-01-31,Fuel,Mumbai
1128,190,493,2025-02-01,Travel,Chennai
1129,1508,3914,2025-02-02,Fuel,Chennai
